,Unnamed: 0,state,vet_pop_2005,overall_pop_18_2005,vet_pop_p_2005,vet_suicides_2005,all_suicides_2005,vet_suicides_p_2005,vet_males,vet_males_p,vet_females,vet_females_p,vet_15_24,vet_18_29,vet_17_34,vet_25_34,vet_30_39,vet_25_44,vet_35_44,vet_40_49,vet_35-54,vet_45_54,vet_50_59,vet_45_64,vet_55_64,vet_60,vet_65,vet_rate,civ_rate
13,13,Indiana,505259,4496185,0.11237504684527,112,745,0.150335570469799,111.0,0.9910714285714292,1.0,0.008928571428571,,2.0,,,9.0,,,17.0,,,23.0,,,59.0,,22.1668490813622,15.860980634569499
14,14,Iowa,249911,2192545,0.11398215315991199,70,333,0.21021021021020997,,0.0,,0.0,,,,,,,,,,,,,,,,28.009971549871803,13.5383196217095
15,15,Kansas,238506,1981969,0.120337906395105,86,362,0.23756906077348103,82.0,0.953488372093023,4.0,0.046511627906977,2.0,,,5.0,,,16.0,,,15.0,,,19.0,,28.0,36.0577930953519,15.8305625069187
16,16,Kentucky,341752,3073085,0.11120811822647302,44,566,0.07773851590106,,0.0,,0.0,,,,,,,,,,,,,,,,12.8748332123879,19.1115473653341
17,17,Louisiana,337822,3234969,0.104428203175981,101,505,0.2,,0.0,,0.0,,8.0,,,12.0,,,11.0,,,23.0,,,47.0,,29.8974015901866,13.944753234820302
18,18,Maine,145352,1003350,0.14486669656650197,49,175,0.28,,0.0,,0.0,,,,,,,,,,,,,,,,33.711266442842195,14.6853489168972
19,19,Maryland,480654,4038360,0.119022078269396,105,472,0.22245762711864397,,0.0,,0.0,4.0,,,8.0,,,18.0,,,16.0,,,13.0,,48.0,21.8452358661324,10.3156359744172
20,20,Massachusetts,453249,4725900,0.095907446200724,51,480,0.10625,49.0,0.96078431372549,2.0,0.039215686274510005,0.0,,,2.0,,,1.0,,,6.0,,,8.0,,33.0,11.2520932202829,10.0406047673915
21,21,Michigan,782823,7347736,0.106539347630345,232,1108,0.209386281588448,225.0,0.9698275862068969,7.0,0.030172413793102995,3.0,,,17.0,,,37.0,,,39.0,,,49.0,,87.0,29.636329029678503,13.343665026482501
22,22,Minnesota,407255,3759713,0.10832076810118198,103,547,0.18829981718464397,100.0,0.9708737864077671,3.0,0.029126213592232997,2.0,,,3.0,,,9.0,,,27.0,,,24.0,,38.0,25.291279419528305,13.2440137952511
23,23,Mississippi,226398,2070896,0.109323693705526,68,363,0.18732782369146,68.0,1.0,0.0,0.0,4.0,,,4.0,,,7.0,,,13.0,,,8.0,,32.0,30.0356010212104,15.993511513701801
24,24,Missouri***,533517,4251339,0.125493873812462,180,727,0.24759284731774397,177.0,0.983333333333333,3.0,0.016666666666667,6.0,,,12.0,,,24.0,,,33.0,,,33.0,,72.0,33.7383813449243,14.712915249842501
25,25,Montana,100637,704193,0.142911105336179,59,206,0.286407766990291,57.0,0.966101694915254,2.0,0.033898305084746,1.0,,,,,12.0,,,,,,27.0,,,19.0,58.626548883611406,24.3556521681501
26,26,Nebraska,154607,1270888,0.121652734151239,18,187,0.096256684491979,,0.0,,0.0,,,,,,,,,,,,,,,,11.642422400020699,15.139557154515801
27,27,Nevada,233633,1757343,0.132946726962238,106,480,0.22083333333333302,,0.0,,0.0,2.0,,,2.0,,,7.0,,,20.0,,,30.0,,48.0,45.37030299658011,24.545353118375502
28,28,New Hampshire,129603,967192,0.13399924730560198,37,162,0.228395061728395,37.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,28.548721866006197,14.9237872035091
29,29,New Jersey,546437,6358519,0.085937778907321,80,536,0.14925373134328399,79.0,0.9875,1.0,0.0125,2.0,,,4.0,,,7.0,,,10.0,,,16.0,,41.0,14.640297051627199,7.84572550765801
30,30,New Mexico,177687,1392242,0.12762651895288302,80,342,0.23391812865497102,77.0,0.9625,3.0,0.0375,2.0,,,4.0,,,7.0,,,21.0,,,14.0,,33.0,45.0229898641994,21.571686749467897
31,31,New York,1098272,14119047,0.077786553157589,208,1189,0.17493692178301098,203.0,0.975961538461538,5.0,0.024038461538462,2.0,,,4.0,,,4.0,,,4.0,,,5.0,,9.0,18.9388421083302,7.53411375282961
32,32,North Carolina,723831,6240503,0.11598920792122001,225,1009,0.222993062438057,216.0,0.96,9.0,0.04,6.0,,,26.0,,,25.0,,,39.0,,,46.0,,83.0,31.084604002868097,14.2114666233555
33,33,North Dakota**,58479,470198,0.12437100965976,24,92,0.260869565217391,24.0,1.0,0.0,0.0,1.0,,,2.0,,,1.0,,,5.0,,,4.0,,11.0,41.0403734673986,16.5161190034951
34,34,Ohio,982418,8390951,0.117080650333913,282,1341,0.21029082774049201,278.0,0.9858156028368791,4.0,0.014184397163120999,1.0,,,17.0,,,31.0,,,56.0,,,71.0,,106.0,28.704685785480297,14.2943279054031
35,35,Oklahoma,341464,2572747,0.132723505264995,109,522,0.20881226053639798,,0.0,4.0,0.036697247706422007,,,,7.0,,,12.0,,,,,,,,,31.9213738490734,18.509530167172898
36,36,Oregon,350365,2709927,0.129289460564805,154,560,0.275,149.0,0.967532467532468,5.0,0.032467532467532,5.0,,,4.0,,,11.0,,,24.0,,,28.0,,77.0,43.9541620881081,17.2065832557059
37,37,Pennsylvania,1088379,9169767,0.118692110715572,336,1430,0.234965034965035,331.0,0.9851190476190479,5.0,0.014880952380951998,9.0,,,16.0,,,40.0,,,52.0,,,68.0,,151.0,30.8715989558784,13.5372784972086
38,38,Rhode Island,88971,785844,0.113217127063387,15,71,0.211267605633803,,0.0,,0.0,,,,,,,,,,,,,,,,16.8594261051354,8.03589750212736
39,39,South Carolina,400152,3077479,0.13002590756915,96,510,0.188235294117647,93.0,0.96875,3.0,0.03125,4.0,,,6.0,,,11.0,,,23.0,,,21.0,,31.0,23.9908834642836,15.463183989105598
40,40,South Dakota,67985,557930,0.121852203681465,29,121,0.239669421487603,,0.0,,0.0,,,,,,,,,,,,,,,,42.6564683386041,18.7776178958863
41,41,Tennessee,509881,4412551,0.11555243214186098,183,856,0.21378504672897197,178.0,0.972677595628415,5.0,0.027322404371584997,3.0,,,9.0,,,15.0,,,27.0,,,46.0,,83.0,35.8907274442468,17.2446043349809
42,42,Texas,1612948,15899260,0.101447991919121,509,2418,0.21050454921422698,498.0,0.978388998035364,11.0,0.021611001964636004,,33.0,,,55.0,,,89.0,,,95.0,,,230.0,,31.5571239742385,13.3624409154721
43,43,Utah,143301,1683956,0.085097829159432,49,348,0.14080459770114903,48.0,0.9795918367346941,1.0,0.020408163265306,2.0,,,7.0,,,5.0,,,9.0,,,10.0,,16.0,34.1937599877182,19.4073299992536
44,44,Vermont,57633,469021,0.12287935934638301,10,78,0.12820512820512803,9.0,0.9,1.0,0.1,0.0,,,0.0,,,1.0,,,3.0,,,2.0,,4.0,17.3511703364392,16.5294077610431
45,45,Virginia,757224,5442170,0.139140085664358,206,866,0.237875288683603,199.0,0.9660194174757281,7.0,0.033980582524272,3.0,,,20.0,,,16.0,,,43.0,,,44.0,,80.0,27.204631654569898,14.0876757170734
46,46,Washington,628595,4633815,0.13565388346319399,225,822,0.273722627737226,216.0,0.96,9.0,0.04,6.0,,,26.0,,,25.0,,,39.0,,,46.0,,83.0,35.7941122662446,14.9055482595213
47,47,West Virginia,175697,1389726,0.126425640737815,73,255,0.286274509803922,73.0,1.0,0.0,0.0,2.0,,,6.0,,,6.0,,,11.0,,,18.0,,30.0,41.5488027684024,14.9914046534308
48,48,Wisconsin,444679,4080095,0.108987413283269,136,643,0.21150855365474303,,0.0,,0.0,0.0,,,6.0,,,23.0,,,28.0,,,26.0,,53.0,30.5838593682184,13.9461343626149
49,49,Wyoming,55519,379651,0.146236938662087,17,90,0.188888888888889,,0.0,,0.0,,,,,,,,,,,,,,,,30.620148057421797,22.5216886947293
